timestamp,price,quantity,type
9.0,37306000.0,0.0215788,1.0
10.0,37287000.0,0.26206453,0.0
10.0,37289000.0,0.1517162,1.0
10.0,37286000.0,0.02700865,0.0
10.0,37300000.0,0.00254217,1.0
10.0,37285000.0,0.00689866,0.0
10.0,37305000.0,0.0182208,1.0
10.0,37283000.0,0.00014,0.0
10.0,37306000.0,0.0215788,1.0
10.0,37280000.0,0.15237692,0.0
10.0,37319000.0,0.5126,1.0
11.0,37287000.0,0.26206453,0.0
11.0,37288000.0,0.5,1.0
11.0,37286000.0,0.02700865,0.0
11.0,37289000.0,0.1517162,1.0
11.0,37285000.0,0.00689866,0.0
11.0,37300000.0,0.00254217,1.0
11.0,37283000.0,0.00014,0.0
11.0,37305000.0,0.0182208,1.0
11.0,37280000.0,0.15237692,0.0
11.0,37306000.0,0.0215788,1.0
12.0,37287000.0,0.26206453,0.0
12.0,37288000.0,0.4683,1.0
12.0,37286000.0,0.02700865,0.0
12.0,37289000.0,0.1517162,1.0
12.0,37285000.0,0.00689866,0.0
12.0,37300000.0,0.00254217,1.0
12.0,37283000.0,0.00014,0.0
12.0,37305000.0,0.0182208,1.0
12.0,37280000.0,0.15237692,0.0
12.0,37306000.0,0.0215788,1.0
13.0,37287000.0,0.26206453,0.0
13.0,37300000.0,0.00254217,1.0
13.0,37286000.0,0.02700865,0.0
13.0,37305000.0,0.0182208,1.0
13.0,37285000.0,0.00689866,0.0
13.0,37306000.0,0.0215788,1.0
13.0,37283000.0,0.00014,0.0
13.0,37319000.0,0.7792,1.0
13.0,37280000.0,0.15237692,0.0
13.0,37320000.0,0.89867953,1.0
14.0,37287000.0,0.26206453,0.0
14.0,37300000.0,0.00254217,1.0
14.0,37286000.0,0.02700865,0.0
14.0,37305000.0,0.0182208,1.0
14.0,37285000.0,0.00689866,0.0
14.0,37306000.0,0.0215788,1.0
14.0,37283000.0,0.00014,0.0
14.0,37319000.0,0.7792,1.0
14.0,37280000.0,0.15237692,0.0
14.0,37320000.0,0.89867953,1.0
15.0,37287000.0,0.26206453,0.0
15.0,37288000.0,0.5,1.0
15.0,37286000.0,0.02700865,0.0
15.0,37300000.0,0.00254217,1.0
15.0,37285000.0,0.00689866,0.0
15.0,37305000.0,0.04502685,1.0
15.0,37283000.0,0.00014,0.0
15.0,37306000.0,0.0215788,1.0
15.0,37280000.0,0.15237692,0.0
15.0,37319000.0,0.5111,1.0
16.0,37287000.0,0.26206453,0.0
16.0,37288000.0,0.5,1.0
16.0,37286000.0,0.02700865,0.0
16.0,37300000.0,0.00254217,1.0
16.0,37285000.0,0.00689866,0.0
16.0,37305000.0,0.04502685,1.0
16.0,37283000.0,0.00014,0.0
16.0,37306000.0,0.0215788,1.0
16.0,37280000.0,0.15237692,0.0
16.0,37319000.0,0.5111,1.0
18.0,37287000.0,0.25989556,0.0
18.0,37288000.0,0.52948,1.0
18.0,37286000.0,0.03700865,0.0
18.0,37300000.0,0.00254217,1.0
18.0,37285000.0,0.00689866,0.0
18.0,37305000.0,0.04502685,1.0
18.0,37283000.0,0.00014,0.0
18.0,37306000.0,0.0215788,1.0
18.0,37280000.0,0.15237692,0.0
18.0,37319000.0,0.5111,1.0
19.0,37287000.0,0.25989556,0.0
19.0,37288000.0,0.52995705,1.0
19.0,37286000.0,0.03700865,0.0
19.0,37300000.0,0.00254217,1.0
19.0,37285000.0,0.00689866,0.0
19.0,37305000.0,0.04502685,1.0
19.0,37283000.0,0.00014,0.0
19.0,37306000.0,0.0215788,1.0
19.0,37280000.0,0.15237692,0.0
19.0,37320000.0,0.89867953,1.0
20.0,37287000.0,0.26016375,0.0
20.0,37288000.0,0.38533705,1.0
20.0,37286000.0,0.03700865,0.0
20.0,37300000.0,0.00254217,1.0
20.0,37285000.0,0.00689866,0.0
20.0,37305000.0,0.04502685,1.0
20.0,37283000.0,0.00014,0.0
20.0,37306000.0,0.0215788,1.0
20.0,37280000.0,0.15237692,0.0
20.0,37317000.0,0.5136,1.0
21.0,37287000.0,0.26016375,0.0
21.0,37288000.0,0.35698665,1.0
21.0,37286000.0,0.03700865,0.0
21.0,37300000.0,0.00254217,1.0
21.0,37285000.0,0.00689866,0.0
21.0,37305000.0,0.04502685,1.0
21.0,37283000.0,0.00014,0.0
21.0,37306000.0,0.0215788,1.0
21.0,37280000.0,0.15505975,0.0
21.0,37319000.0,0.5136,1.0
22.0,37287000.0,0.26243367,0.0
22.0,37288000.0,0.00851677,1.0
22.0,37286000.0,0.03700865,0.0
22.0,37300000.0,0.00254217,1.0
22.0,37285000.0,0.00689866,0.0
22.0,37305000.0,0.04502685,1.0
22.0,37283000.0,0.00014,0.0
22.0,37306000.0,0.0215788,1.0
22.0,37280000.0,0.15505975,0.0
22.0,37319000.0,0.5136,1.0
23.0,37287000.0,0.26243367,0.0
23.0,37288000.0,0.00851677,1.0
23.0,37286000.0,0.03700865,0.0
23.0,37300000.0,0.00254217,1.0
23.0,37285000.0,0.00689866,0.0
23.0,37305000.0,0.04502685,1.0
23.0,37283000.0,0.00014,0.0
23.0,37306000.0,0.0215788,1.0
23.0,37280000.0,0.15505975,0.0
23.0,37319000.0,0.5136,1.0
24.0,37287000.0,0.26243367,0.0
24.0,37288000.0,0.00851677,1.0
24.0,37286000.0,0.03700865,0.0
24.0,37300000.0,0.00254217,1.0
24.0,37285000.0,0.00689866,0.0
24.0,37305000.0,0.04502685,1.0
24.0,37283000.0,0.00014,0.0
24.0,37306000.0,0.0215788,1.0
24.0,37280000.0,0.15505975,0.0
24.0,37319000.0,0.5136,1.0
25.0,37287000.0,0.26243367,0.0
25.0,37288000.0,0.50851677,1.0
25.0,37286000.0,0.03700865,0.0
25.0,37300000.0,0.00254217,1.0
25.0,37285000.0,0.00689866,0.0
25.0,37305000.0,0.04502685,1.0
25.0,37283000.0,0.00014,0.0
25.0,37306000.0,0.0215788,1.0
25.0,37280000.0,0.15505975,0.0
25.0,37319000.0,0.5136,1.0
26.0,37287000.0,0.00253811,0.0
26.0,37288000.0,0.49241677,1.0
26.0,37286000.0,0.03700865,0.0
26.0,37300000.0,0.00254217,1.0
26.0,37285000.0,0.00689866,0.0
26.0,37305000.0,0.04502685,1.0
26.0,37283000.0,0.00014,0.0
26.0,37306000.0,0.0215788,1.0
26.0,37280000.0,0.15505975,0.0
26.0,37319000.0,0.5136,1.0
27.0,37287000.0,0.00253811,0.0
27.0,37300000.0,0.00254217,1.0
27.0,37286000.0,0.03700865,0.0
27.0,37305000.0,0.04502685,1.0
27.0,37285000.0,0.00689866,0.0
27.0,37306000.0,0.0215788,1.0
27.0,37283000.0,0.00014,0.0
27.0,37318000.0,0.2674,1.0
27.0,37280000.0,0.15505975,0.0
27.0,37319000.0,0.5136,1.0
28.0,37287000.0,0.00253811,0.0
28.0,37300000.0,0.00254217,1.0
28.0,37286000.0,0.03700865,0.0
28.0,37305000.0,0.04502685,1.0
28.0,37285000.0,0.00689866,0.0
28.0,37306000.0,0.0215788,1.0
28.0,37283000.0,0.00014,0.0
28.0,37318000.0,0.2674,1.0
28.0,37280000.0,0.15505975,0.0
28.0,37319000.0,0.5099,1.0
29.0,37287000.0,0.00253811,0.0
29.0,37288000.0,0.5,1.0
29.0,37286000.0,0.03700865,0.0
29.0,37300000.0,0.00254217,1.0
29.0,37285000.0,0.00689866,0.0
29.0,37305000.0,0.04502685,1.0
29.0,37283000.0,0.00014,0.0
29.0,37306000.0,0.0215788,1.0
29.0,37280000.0,0.15505975,0.0
29.0,37319000.0,0.5099,1.0
30.0,37287000.0,0.00253811,0.0
30.0,37288000.0,0.5,1.0
30.0,37286000.0,0.03700865,0.0
30.0,37300000.0,0.00254217,1.0
30.0,37285000.0,0.00689866,0.0
30.0,37305000.0,0.04502685,1.0
30.0,37283000.0,0.00014,0.0
30.0,37306000.0,0.0215788,1.0
30.0,37280000.0,0.15505975,0.0
30.0,37317000.0,0.5099,1.0
31.0,37287000.0,0.00253811,0.0
31.0,37288000.0,0.5,1.0
31.0,37286000.0,0.03700865,0.0
31.0,37300000.0,0.00254217,1.0
31.0,37285000.0,0.00689866,0.0
31.0,37305000.0,0.04502685,1.0
31.0,37283000.0,0.00014,0.0
31.0,37306000.0,0.0215788,1.0
31.0,37280000.0,0.15505975,0.0
31.0,37319000.0,0.5099,1.0
32.0,37287000.0,0.00253811,0.0
32.0,37288000.0,0.502,1.0
32.0,37286000.0,0.03700865,0.0
32.0,37300000.0,0.00254217,1.0
32.0,37285000.0,0.00689866,0.0
32.0,37305000.0,0.04502685,1.0
32.0,37283000.0,0.00014,0.0
32.0,37306000.0,0.0215788,1.0
32.0,37280000.0,0.15505975,0.0
32.0,37319000.0,0.5099,1.0
33.0,37287000.0,0.00253811,0.0
33.0,37288000.0,0.45288159,1.0
33.0,37286000.0,0.03700865,0.0
33.0,37300000.0,0.00254217,1.0
33.0,37285000.0,0.00689866,0.0
33.0,37305000.0,0.04502685,1.0
33.0,37283000.0,0.00014,0.0
33.0,37306000.0,0.0215788,1.0
33.0,37280000.0,0.15505975,0.0
33.0,37317000.0,0.5099,1.0
34.0,37287000.0,0.00253811,0.0
34.0,37288000.0,0.44070913,1.0
34.0,37286000.0,0.03700865,0.0
34.0,37300000.0,0.00254217,1.0
34.0,37285000.0,0.00689866,0.0
34.0,37305000.0,0.04502685,1.0
34.0,37283000.0,0.00014,0.0
34.0,37306000.0,0.0215788,1.0
34.0,37280000.0,0.15505975,0.0
34.0,37319000.0,0.5083,1.0
36.0,37287000.0,0.02660095,0.0
36.0,37288000.0,0.002,1.0
36.0,37286000.0,0.03700865,0.0
36.0,37300000.0,0.00254217,1.0
36.0,37285000.0,0.00689866,0.0
36.0,37305000.0,0.04502685,1.0
36.0,37283000.0,0.00014,0.0
36.0,37306000.0,0.0215788,1.0
36.0,37280000.0,0.15505975,0.0
36.0,37319000.0,0.5083,1.0
37.0,37287000.0,0.02660095,0.0
37.0,37288000.0,0.002,1.0
37.0,37286000.0,0.03700865,0.0
37.0,37300000.0,0.00254217,1.0
37.0,37285000.0,0.00689866,0.0
37.0,37305000.0,0.04502685,1.0
37.0,37283000.0,0.00014,0.0
37.0,37306000.0,0.0215788,1.0
37.0,37280000.0,0.15505975,0.0
37.0,37319000.0,0.5083,1.0
38.0,37287000.0,0.02660095,0.0
38.0,37288000.0,0.502,1.0
38.0,37286000.0,0.03700865,0.0
38.0,37300000.0,0.00254217,1.0
38.0,37285000.0,0.00689866,0.0
38.0,37305000.0,0.04502685,1.0
38.0,37283000.0,0.00014,0.0
38.0,37306000.0,0.0215788,1.0
38.0,37280000.0,0.15505975,0.0
38.0,37319000.0,0.5083,1.0
39.0,37287000.0,0.04000973,0.0
39.0,37288000.0,0.58721448,1.0
39.0,37286000.0,0.03700865,0.0
39.0,37300000.0,0.00254217,1.0
39.0,37285000.0,0.00689866,0.0
39.0,37305000.0,0.04502685,1.0
39.0,37283000.0,0.00014,0.0
39.0,37306000.0,0.0215788,1.0
39.0,37280000.0,0.15505975,0.0
39.0,37318000.0,0.2665,1.0
40.0,37287000.0,0.04000973,0.0
40.0,37288000.0,0.58721448,1.0
40.0,37286000.0,0.03700865,0.0
40.0,37300000.0,0.00254217,1.0
40.0,37285000.0,0.00689866,0.0
40.0,37305000.0,0.04502685,1.0
40.0,37283000.0,0.00014,0.0
40.0,37306000.0,0.0215788,1.0
40.0,37280000.0,0.15505975,0.0
40.0,37320000.0,0.96679052,1.0
41.0,37287000.0,0.04000973,0.0
41.0,37288000.0,0.58405313,1.0
41.0,37286000.0,0.03700865,0.0
41.0,37300000.0,0.00254217,1.0
41.0,37285000.0,0.00689866,0.0
41.0,37305000.0,0.04502685,1.0
41.0,37283000.0,0.00014,0.0
41.0,37306000.0,0.0215788,1.0
41.0,37280000.0,0.15505975,0.0
41.0,37320000.0,0.96679052,1.0
42.0,37287000.0,0.04000973,0.0
42.0,37288000.0,0.58405313,1.0
42.0,37286000.0,0.03700865,0.0
42.0,37300000.0,0.00254217,1.0
42.0,37285000.0,0.00689866,0.0
42.0,37305000.0,0.04502685,1.0
42.0,37283000.0,0.00014,0.0
42.0,37306000.0,0.0215788,1.0
42.0,37280000.0,0.15505975,0.0
42.0,37320000.0,0.96679052,1.0
43.0,37287000.0,0.04000973,0.0
43.0,37288000.0,0.19725986,1.0
43.0,37286000.0,0.03700865,0.0
43.0,37300000.0,0.00254217,1.0
43.0,37285000.0,0.00689866,0.0
43.0,37305000.0,0.04502685,1.0
43.0,37283000.0,0.00014,0.0
43.0,37306000.0,0.0215788,1.0
43.0,37280000.0,0.15505975,0.0
43.0,37319000.0,0.5133,1.0
44.0,37287000.0,0.04000973,0.0
44.0,37288000.0,0.08199897,1.0
44.0,37286000.0,0.03700865,0.0
44.0,37300000.0,0.00254217,1.0
44.0,37285000.0,0.00689866,0.0
44.0,37305000.0,0.04502685,1.0
44.0,37283000.0,0.00014,0.0
44.0,37306000.0,0.0215788,1.0
44.0,37280000.0,0.15505975,0.0
44.0,37319000.0,0.5133,1.0
45.0,37287000.0,0.04000973,0.0
45.0,37288000.0,0.56899897,1.0
45.0,37286000.0,0.03700865,0.0
45.0,37300000.0,0.00254217,1.0
45.0,37285000.0,0.00689866,0.0
45.0,37305000.0,0.04502685,1.0
45.0,37283000.0,0.00014,0.0
45.0,37306000.0,0.0215788,1.0
45.0,37280000.0,0.15505975,0.0
45.0,37320000.0,0.96679052,1.0
46.0,37287000.0,0.04000973,0.0
46.0,37288000.0,0.56899897,1.0
46.0,37286000.0,0.03700865,0.0
46.0,37300000.0,0.00254217,1.0
46.0,37285000.0,0.00689866,0.0
46.0,37305000.0,0.04502685,1.0
46.0,37283000.0,0.00014,0.0
46.0,37306000.0,0.0215788,1.0
46.0,37280000.0,0.15505975,0.0
46.0,37320000.0,0.96679052,1.0
47.0,37287000.0,0.04000973,0.0
47.0,37288000.0,0.56899897,1.0
47.0,37286000.0,0.03700865,0.0
47.0,37300000.0,0.00254217,1.0
47.0,37285000.0,0.00689866,0.0
47.0,37305000.0,0.04502685,1.0
47.0,37283000.0,0.00014,0.0
47.0,37306000.0,0.0215788,1.0
47.0,37280000.0,0.15505975,0.0
47.0,37320000.0,0.96679052,1.0
48.0,37287000.0,0.04000973,0.0
48.0,37288000.0,0.51764338,1.0
48.0,37286000.0,0.03700865,0.0
48.0,37300000.0,0.00254217,1.0
48.0,37285000.0,0.00689866,0.0
48.0,37305000.0,0.04502685,1.0
48.0,37283000.0,0.00014,0.0
48.0,37306000.0,0.0215788,1.0
48.0,37280000.0,0.15505975,0.0
48.0,37320000.0,0.96679052,1.0
49.0,37287000.0,0.04000973,0.0
49.0,37288000.0,0.4638752,1.0
49.0,37286000.0,0.03700865,0.0
49.0,37300000.0,0.00254217,1.0
49.0,37285000.0,0.00689866,0.0
49.0,37305000.0,0.04502685,1.0
49.0,37283000.0,0.00014,0.0
49.0,37306000.0,0.0215788,1.0
49.0,37280000.0,0.15505975,0.0
49.0,37319000.0,0.509,1.0
50.0,37287000.0,0.04000973,0.0
50.0,37288000.0,0.4638752,1.0
50.0,37286000.0,0.03700865,0.0
50.0,37300000.0,0.00254217,1.0
50.0,37285000.0,0.00689866,0.0
50.0,37305000.0,0.04502685,1.0
50.0,37283000.0,0.00014,0.0
50.0,37306000.0,0.0215788,1.0
50.0,37280000.0,0.15505975,0.0
50.0,37317000.0,0.509,1.0
51.0,37287000.0,0.04000973,0.0
51.0,37300000.0,0.00254217,1.0
51.0,37286000.0,0.03700865,0.0
51.0,37305000.0,0.04502685,1.0
51.0,37285000.0,0.00689866,0.0
51.0,37306000.0,0.0215788,1.0
51.0,37283000.0,0.00014,0.0
51.0,37319000.0,0.509,1.0
51.0,37280000.0,0.15505975,0.0
51.0,37320000.0,0.96679052,1.0
52.0,37287000.0,0.04000973,0.0
52.0,37300000.0,0.00254217,1.0
52.0,37286000.0,0.03700865,0.0
52.0,37305000.0,0.04502685,1.0
52.0,37285000.0,0.00689866,0.0
52.0,37306000.0,0.0215788,1.0
52.0,37283000.0,0.00014,0.0
52.0,37320000.0,0.79979052,1.0
52.0,37280000.0,0.15505975,0.0
52.0,37321000.0,0.10861705,1.0
54.0,37287000.0,0.04100614,0.0
54.0,37288000.0,0.36913667,1.0
54.0,37286000.0,0.03700865,0.0
54.0,37300000.0,0.00254217,1.0
54.0,37285000.0,0.00689866,0.0
54.0,37305000.0,0.04502685,1.0
54.0,37283000.0,0.00014,0.0
54.0,37306000.0,0.0215788,1.0
54.0,37280000.0,0.15505975,0.0
54.0,37318000.0,0.5085,1.0
55.0,37287000.0,0.04100614,0.0
55.0,37288000.0,0.00092203,1.0
55.0,37286000.0,0.03700865,0.0
55.0,37300000.0,0.00254217,1.0
55.0,37285000.0,0.00689866,0.0
55.0,37305000.0,0.04502685,1.0
55.0,37283000.0,0.00014,0.0
55.0,37306000.0,0.0215788,1.0
55.0,37280000.0,0.15505975,0.0
55.0,37320000.0,0.79979052,1.0
56.0,37287000.0,0.04100614,0.0
56.0,37288000.0,0.00092203,1.0
56.0,37286000.0,0.03700865,0.0
56.0,37300000.0,0.00254217,1.0
56.0,37285000.0,0.00689866,0.0
56.0,37305000.0,0.04502685,1.0
56.0,37283000.0,0.00014,0.0
56.0,37306000.0,0.0215788,1.0
56.0,37280000.0,0.15505975,0.0
56.0,37320000.0,0.79979052,1.0
57.0,37287000.0,0.04100614,0.0
57.0,37288000.0,0.00092203,1.0
57.0,37286000.0,0.03700865,0.0
57.0,37300000.0,0.00254217,1.0
57.0,37285000.0,0.00689866,0.0
57.0,37305000.0,0.04502685,1.0
57.0,37283000.0,0.00014,0.0
57.0,37306000.0,0.0215788,1.0
57.0,37280000.0,0.15505975,0.0
57.0,37320000.0,0.79979052,1.0
58.0,37287000.0,0.04100614,0.0
58.0,37288000.0,0.50092203,1.0
58.0,37286000.0,0.03700865,0.0
58.0,37300000.0,0.00254217,1.0
58.0,37285000.0,0.00689866,0.0
58.0,37305000.0,0.04502685,1.0
58.0,37283000.0,0.00014,0.0
58.0,37306000.0,0.0215788,1.0
58.0,37280000.0,0.15505975,0.0
58.0,37319000.0,0.5085,1.0
59.0,37287000.0,0.04100614,0.0
59.0,37288000.0,0.50092203,1.0
59.0,37286000.0,0.03700865,0.0
59.0,37300000.0,0.00254217,1.0
59.0,37285000.0,0.00689866,0.0
59.0,37305000.0,0.04502685,1.0
59.0,37283000.0,0.00014,0.0
59.0,37306000.0,0.0215788,1.0
59.0,37280000.0,0.15505975,0.0
59.0,37319000.0,0.5085,1.0
60.0,37287000.0,0.04100614,0.0
60.0,37288000.0,0.49892258,1.0
60.0,37286000.0,0.03700865,0.0
60.0,37300000.0,0.00254217,1.0
60.0,37285000.0,0.00689866,0.0
60.0,37305000.0,0.04502685,1.0
60.0,37283000.0,0.00014,0.0
60.0,37306000.0,0.0215788,1.0
60.0,37280000.0,0.15505975,0.0
60.0,37319000.0,0.5085,1.0
61.0,37287000.0,0.04100614,0.0
61.0,37288000.0,0.10146533,1.0
61.0,37286000.0,0.03700865,0.0
61.0,37300000.0,0.00254217,1.0
61.0,37285000.0,0.00689866,0.0
61.0,37305000.0,0.04502685,1.0
61.0,37283000.0,0.00014,0.0
61.0,37306000.0,0.0215788,1.0
61.0,37280000.0,0.15505975,0.0
61.0,37320000.0,0.79979052,1.0
62.0,37287000.0,0.04100614,0.0
62.0,37288000.0,0.07277045,1.0
62.0,37286000.0,0.03700865,0.0
62.0,37300000.0,0.00254217,1.0
62.0,37285000.0,0.00689866,0.0
62.0,37305000.0,0.04502685,1.0
62.0,37283000.0,0.00014,0.0
62.0,37306000.0,0.0215788,1.0
62.0,37280000.0,0.15505975,0.0
62.0,37320000.0,0.79979052,1.0
63.0,37287000.0,0.04100614,0.0
63.0,37288000.0,0.57322694,1.0
63.0,37286000.0,0.03700865,0.0
63.0,37300000.0,0.00254217,1.0
63.0,37285000.0,0.00689866,0.0
63.0,37305000.0,0.04502685,1.0
63.0,37283000.0,2.41343207,0.0
63.0,37306000.0,0.0215788,1.0
63.0,37280000.0,0.15505975,0.0
63.0,37320000.0,0.79979052,1.0
64.0,37287000.0,0.04100614,0.0
64.0,37288000.0,0.51656238,1.0
64.0,37286000.0,0.03700865,0.0
64.0,37300000.0,0.00254217,1.0
64.0,37285000.0,0.00689866,0.0
64.0,37305000.0,0.04502685,1.0
64.0,37283000.0,2.41343207,0.0
64.0,37306000.0,0.0215788,1.0
64.0,37280000.0,0.15774229,0.0
64.0,37320000.0,0.79979052,1.0
65.0,37287000.0,0.04100614,0.0
65.0,37288000.0,0.50020152,1.0
65.0,37286000.0,0.03700865,0.0
65.0,37300000.0,0.00254217,1.0
65.0,37285000.0,0.00689866,0.0
65.0,37305000.0,0.04502685,1.0
65.0,37283000.0,2.41343207,0.0
65.0,37306000.0,0.0215788,1.0
65.0,37280000.0,0.15774229,0.0
65.0,37320000.0,0.79979052,1.0
66.0,37287000.0,0.04100614,0.0
66.0,37288000.0,0.50020152,1.0
66.0,37286000.0,0.03700865,0.0
66.0,37300000.0,0.00254217,1.0
66.0,37285000.0,0.00689866,0.0
66.0,37305000.0,0.04502685,1.0
66.0,37283000.0,2.41343207,0.0
66.0,37306000.0,0.0215788,1.0
66.0,37280000.0,0.15774229,0.0
66.0,37320000.0,0.79979052,1.0
67.0,37289000.0,0.4227,0.0
67.0,37305000.0,0.04058193,1.0
67.0,37288000.0,0.32295398,0.0
67.0,37306000.0,0.0215788,1.0
67.0,37287000.0,0.04100614,0.0
67.0,37320000.0,0.07079052,1.0
67.0,37286000.0,0.03700865,0.0
67.0,37321000.0,0.10861705,1.0
67.0,37285000.0,0.00689866,0.0
67.0,37323000.0,0.67515901,1.0
68.0,37289000.0,0.4227,0.0
68.0,37305000.0,0.04058193,1.0
68.0,37288000.0,0.50903584,0.0
68.0,37306000.0,0.0215788,1.0
68.0,37287000.0,0.04100614,0.0
68.0,37320000.0,0.07079052,1.0
68.0,37286000.0,0.03700865,0.0
68.0,37321000.0,0.10861705,1.0
68.0,37285000.0,0.00689866,0.0
68.0,37323000.0,0.67515901,1.0
69.0,37289000.0,0.4227,0.0
69.0,37305000.0,0.04058193,1.0
69.0,37288000.0,0.50903584,0.0
69.0,37306000.0,0.0215788,1.0
69.0,37287000.0,0.04100614,0.0
69.0,37320000.0,0.07079052,1.0
69.0,37286000.0,0.03700865,0.0
69.0,37321000.0,0.10861705,1.0
69.0,37285000.0,0.00689866,0.0
69.0,37323000.0,0.67515901,1.0
70.0,37300000.0,8.88484334,0.0
70.0,37305000.0,0.04058193,1.0
70.0,37288000.0,0.50903584,0.0
70.0,37306000.0,0.0215788,1.0
70.0,37287000.0,0.04282853,0.0
70.0,37320000.0,0.07079052,1.0
70.0,37286000.0,0.03700865,0.0
70.0,37321000.0,0.10861705,1.0
70.0,37285000.0,0.00689866,0.0
70.0,37323000.0,0.67515901,1.0
72.0,37300000.0,8.38484334,0.0
72.0,37305000.0,0.01377588,1.0
72.0,37299000.0,0.04058193,0.0
72.0,37306000.0,0.0215788,1.0
72.0,37288000.0,0.18644235,0.0
72.0,37320000.0,0.07079052,1.0
72.0,37287000.0,0.04282853,0.0
72.0,37321000.0,0.10861705,1.0
72.0,37286000.0,0.03700865,0.0
72.0,37323000.0,0.67515901,1.0
73.0,37300000.0,9.724656,0.0
73.0,37305000.0,0.01377588,1.0
73.0,37299000.0,0.04058193,0.0
73.0,37306000.0,0.0215788,1.0
73.0,37289000.0,0.5361,0.0
73.0,37320000.0,0.07079052,1.0
73.0,37288000.0,0.18644235,0.0
73.0,37321000.0,0.10861705,1.0
73.0,37287000.0,0.04282853,0.0
73.0,37323000.0,0.67515901,1.0
74.0,37300000.0,9.724656,0.0
74.0,37305000.0,0.02284794,1.0
74.0,37299000.0,0.04058193,0.0
74.0,37306000.0,0.0215788,1.0
74.0,37289000.0,0.5361,0.0
